Name,ScorePct,Score,Price,
GeForce GTX 950M, (5%),2598,567.00*,
Ryzen 5 5600G with Radeon Graphics, (5%),2579,NA,
Radeon Ryzen 9 4900H, (5%),2575,NA,
Radeon Ryzen 7 4700G, (5%),2563,NA,
Ryzen 7 PRO 5750GE with Radeon Graphics, (5%),2557,NA,
Ryzen 7 PRO 4750GE with Radeon Graphics, (5%),2550,NA,
GRID K240Q, (5%),2541,NA,
Radeon HD 6850 X2, (5%),2534,NA,
Ryzen 9 5980HS with Radeon Graphics, (5%),2534,NA,
GeForce GTX 650 Ti, (5%),2532,93.05*,
GeForce GTX 850M, (5%),2532,NA,
FireStream 9370, (5%),2528,NA,
N18E-Q1, (5%),2525,NA,
GeForce GTX 950A, (5%),2524,NA,
Ryzen 5 PRO 5650G with Radeon Graphics, (5%),2505,NA,
Ryzen 7 4700GE with Radeon Graphics, (5%),2496,NA,
GeForce GT 1030, (5%),2495,105.59,
GeForce MX330, (5%),2493,NA,
Radeon Pro WX 3200, (5%),2473,219.99,
Ryzen 5 PRO 5650GE with Radeon Graphics, (5%),2471,NA,
Barco MXRT 5600, (5%),2466,704.00*,
Radeon Eng Sample: 100-000000146-40_42/35_Y, (5%),2464,NA,
Radeon Ryzen 5 7600 6-Core, (5%),2462,NA,
GeForce MX250, (5%),2459,NA,
Radeon Pro WX 3100, (5%),2455,NA,
Radeon HD 8950, (5%),2455,NA,
Ryzen 7 PRO 5750G with Radeon Graphics, (5%),2453,NA,
Radeon Ryzen 5 5600H, (5%),2443,NA,
FirePro 3D V8800, (5%),2438,424.99*,
Ryzen 5 Pro 4650G with Radeon Graphics, (5%),2420,NA,
Radeon Eng Sample: 100-000000262-30_Y, (5%),2416,NA,
GeForce GTX 960A, (5%),2411,NA,
Ryzen 5 4600G with Radeon Graphics, (5%),2402,NA,
Radeon RX Vega 11 PRD, (5%),2402,NA,
Ryzen 7 5800U with Radeon Graphics, (5%),2388,NA,
GeForce GTX 485M, (5%),2360,NA,
Radeon Ryzen 7 5800U, (5%),2359,NA,
FirePro W6150M, (5%),2358,NA,
Radeon Ryzen 7 5825U, (5%),2352,NA,
Radeon Ryzen 7 7730U, (5%),2346,NA,
Radeon Pro WX 4150, (5%),2345,610.04*,
Ryzen 7 4800U with Radeon Graphics, (5%),2344,NA,
P106-090, (5%),2343,NA,
GRID M10-2B, (5%),2333,NA,
Ryzen 5 5600H with Radeon Graphics, (5%),2333,NA,
Radeon R9 M470, (5%),2331,NA,
Radeon HD 5970, (5%),2312,179.99*,
GRID M10-1B, (5%),2310,NA,
Ryzen 3 PRO 5350GE with Radeon Graphics, (5%),2307,NA,
